borough,block,lot,address,zip_code,development,managed_by,cd,facility,borocode,bbl
BROOKLYN,1466,44,490 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014660044
BROOKLYN,1466,45,492 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014660045
BROOKLYN,1470,24,1738 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700024
BROOKLYN,1470,25,1740 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700025
BROOKLYN,1470,33,1758 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014700033
BROOKLYN,1470,36,498 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014700036
BROOKLYN,1470,38,502 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014700038
BROOKLYN,1470,41,514 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014700041
BROOKLYN,1470,48,1703 SAINT JOHNS PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700048
BROOKLYN,1470,49,1701 SAINT JOHNS PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700049
BROOKLYN,1470,50,1697 SAINT JOHNS PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700050
BROOKLYN,1470,51,1695 SAINT JOHNS PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014700051
BROOKLYN,1471,4,513 HOWARD AVENUE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014710004
BROOKLYN,1471,21,1806 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014710021
BROOKLYN,1471,22,1810 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014710022
BROOKLYN,1471,23,1812 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014710023
BROOKLYN,1471,24,1814 STERLING PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,,3,3014710024
BROOKLYN,1471,55,1481 EASTERN PARKWAY,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,DEVELOPMENT GROUNDS,3,3014710055
BROOKLYN,1471,61,1747 SAINT JOHNS PLACE,11233,HOWARD AVENUE-PARK PLACE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3014710061
BROOKLYN,1492,6,946 HANCOCK STREET,11233,SARATOGA VILLAGE,OCEAN HILL APARTMENTS,16,DEVELOPMENT GROUNDS,3,3014920006
BROOKLYN,1596,1,51 STUYVESANT AVENUE,11221,ROOSEVELT II,ROOSEVELT,3,PARKING LOT,3,3015960001
BROOKLYN,1631,34,128 MALCOLM X BOULEVARD,11221,STUYVESANT GARDENS II,STUYVESANT GARDENS I,3,PARKING LOT,3,3016310034
BROOKLYN,1631,58,863 GATES AVENUE,11221,STUYVESANT GARDENS I,STUYVESANT GARDENS I,3,DEVELOPMENT GROUNDS,3,3016310058
BROOKLYN,1631,60,859 GATES AVENUE,11221,STUYVESANT GARDENS I,STUYVESANT GARDENS I,3,DEVELOPMENT GROUNDS,3,3016310060
BROOKLYN,1631,61,857 GATES AVENUE,11221,STUYVESANT GARDENS I,STUYVESANT GARDENS I,3,DEVELOPMENT GROUNDS,3,3016310061
BROOKLYN,1636,24,150 MALCOLM X BOULEVARD,11221,STUYVESANT GARDENS II,STUYVESANT GARDENS I,3,SENIOR CENTER/ BOILER/ LAUNDRY ROOM,3,3016360024
BROOKLYN,1761,45,701 WILLOUGHBY AVENUE,11206,BEDFORD-STUYVESANT REHAB,SUMNER,3,BOILER,3,3017610045
BROOKLYN,1761,61,675 WILLOUGHBY AVENUE,11206,BEDFORD-STUYVESANT REHAB,SUMNER,3,,3,3017610061
BROOKLYN,1761,63,671 WILLOUGHBY AVENUE,11206,BEDFORD-STUYVESANT REHAB,SUMNER,3,BOILER,3,3017610063
BROOKLYN,1769,1,281 THROOP AVENUE,11206,BEDFORD-STUYVESANT REHAB,SUMNER,3,,3,3017690001
BROOKLYN,1769,78,213 HART STREET,11206,BEDFORD-STUYVESANT REHAB,SUMNER,3,BOILER,3,3017690078
BROOKLYN,1794,11,344 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940011
BROOKLYN,1794,112,346 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940112
BROOKLYN,1794,113,348 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940113
BROOKLYN,1794,114,350 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940114
BROOKLYN,1794,115,352 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940115
BROOKLYN,1794,116,354 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940116
BROOKLYN,1794,117,356 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940117
BROOKLYN,1794,118,358 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940118
BROOKLYN,1794,119,360 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940119
BROOKLYN,1794,120,362 CLIFTON PLACE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3017940120
BROOKLYN,1794,181,513 GREENE AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,DEVELOPMENT GROUNDS,3,3017940181
BROOKLYN,1798,2,309 NOSTRAND AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,,3,3017980002
BROOKLYN,1798,3,307 NOSTRAND AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,,3,3017980003
BROOKLYN,1798,4,305 NOSTRAND AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,,3,3017980004
BROOKLYN,1798,5,303 NOSTRAND AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,,3,3017980005
BROOKLYN,1798,7,492 GREENE AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,DEVELOPMENT GROUNDS,3,3017980007
BROOKLYN,1798,8,494 GREENE AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,DEVELOPMENT GROUNDS,3,3017980008
BROOKLYN,1798,9,496 GREENE AVENUE,11216,MARCY AVENUE-GREENE AVENUE SITE B,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,DEVELOPMENT GROUNDS,3,3017980009
BROOKLYN,1802,43,250 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018020043
BROOKLYN,1803,11,278 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030011
BROOKLYN,1803,112,280 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030112
BROOKLYN,1803,113,282 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030113
BROOKLYN,1803,114,284 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030114
BROOKLYN,1803,115,286 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030115
BROOKLYN,1803,116,288 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030116
BROOKLYN,1803,117,290 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030117
BROOKLYN,1803,118,292 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030118
BROOKLYN,1803,119,294 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030119
BROOKLYN,1803,120,296 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030120
BROOKLYN,1803,121,298 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030121
BROOKLYN,1803,122,300 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030122
BROOKLYN,1803,123,302 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030123
BROOKLYN,1803,124,304 LEXINGTON AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018030124
BROOKLYN,1808,59,475 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080059
BROOKLYN,1808,160,473 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080160
BROOKLYN,1808,161,471 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080161
BROOKLYN,1808,162,469 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080162
BROOKLYN,1808,163,467 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080163
BROOKLYN,1808,164,465 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080164
BROOKLYN,1808,165,463 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080165
BROOKLYN,1808,166,461 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080166
BROOKLYN,1808,167,459 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080167
BROOKLYN,1808,168,457 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080168
BROOKLYN,1808,169,455 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080169
BROOKLYN,1808,170,453 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080170
BROOKLYN,1808,171,451 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080171
BROOKLYN,1808,172,449 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080172
BROOKLYN,1808,173,447 GATES AVENUE,11216,ARMSTRONG I,ARMSTRONG I,3,,3,3018080173
BROOKLYN,2025,150,65 PARK AVENUE,11205,INGERSOLL,NYC DEPT OF PARKS,2,COMMODORE BARRY PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),3,3020250150
BROOKLYN,2145,1,45 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021450001
BROOKLYN,2145,17,74 SOUTH 9TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450017
BROOKLYN,2145,26,67 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450026
BROOKLYN,2145,28,65 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450028
BROOKLYN,2145,29,63 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450029
BROOKLYN,2145,30,61 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450030
BROOKLYN,2145,31,59 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450031
BROOKLYN,2145,32,57 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021450032
BROOKLYN,2145,33,55 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021450033
BROOKLYN,2145,34,53 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021450034
BROOKLYN,2145,35,51 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021450035
BROOKLYN,2145,36,49 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021450036
BROOKLYN,2156,21,448 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021560021
BROOKLYN,2156,22,450 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021560022
BROOKLYN,2157,1,455 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021570001
BROOKLYN,2157,2,453 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021570002
BROOKLYN,2157,3,451 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021570003
BROOKLYN,2157,4,449 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021570004
BROOKLYN,2157,5,447 BERRY STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,PARKING LOT,3,3021570005
BROOKLYN,2157,19,100 SOUTH 10TH STREET,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021570019
BROOKLYN,2157,20,462 BEDFORD AVENUE,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021570020
BROOKLYN,2157,21,464 BEDFORD AVENUE,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021570021
BROOKLYN,2157,22,466 BEDFORD AVENUE,11249,BERRY STREET-SOUTH 9TH STREET,TOMPKINS,1,DEVELOPMENT GROUNDS,3,3021570022
BROOKLYN,2175,60,571 WYTHE AVENUE,11249,TAYLOR STREET-WYTHE AVENUE,TAYLOR STREET-WYTHE AVENUE,1,GLAZIERS SHOP,3,3021750060
BROOKLYN,2175,75,599 WYTHE AVENUE,11249,TAYLOR STREET-WYTHE AVENUE,TAYLOR STREET-WYTHE AVENUE,1,STOREROOM,3,3021750075
BROOKLYN,2175,90,611 WYTHE AVENUE,11249,TAYLOR STREET-WYTHE AVENUE,TAYLOR STREET-WYTHE AVENUE,1,TENANT STORAGE ROOM,3,3021750090
BROOKLYN,2477,2,21 ASH STREET,11222,NON DEVELOPMENT FACILITY,RENTED PROPERTY,1,PARKING LOT & STORAGE FOR CENTRAL SHOPS,3,3024770002
BROOKLYN,2477,60,23 ASH STREET,11222,NON DEVELOPMENT FACILITY,CENTRAL SHOPS,1,GENERAL SERVICES PRINT SHOP/ FLEET REPAIR/ BOILER,3,3024770060
BROOKLYN,2482,21,10 BOX STREET,11222,NON DEVELOPMENT FACILITY,RENTED PROPERTY,1,CENTRAL SHOPS/ SKILLED TRADES STOREROOM,3,3024820021
BROOKLYN,3080,10,160 BOERUM STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,STORAGE ROOM,3,3030800010
BROOKLYN,3080,20,125 HUMBOLDT STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,COMMUNITY CENTER,3,3030800020
BROOKLYN,3080,40,101 HUMBOLDT STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,ELEVATOR STOREROOM/ MAINTENANCE STOREROOM,3,3030800040
BROOKLYN,3080,50,125 SEIGEL STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,MAINTENANCE  SHOP/ STOREROOM,3,3030800050
BROOKLYN,3080,70,111 HUMBOLDT STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,B-PAINT SHOP/ X-SHOP,3,3030800070
BROOKLYN,3081,1,130 HUMBOLDT STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,DEVELOPMENT MANAGEMENT OFFICE/ BOILER,3,3030810001
BROOKLYN,3081,35,192 BOERUM STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,PARKING LOT,3,3030810035
BROOKLYN,3081,40,300 BUSHWICK AVENUE,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER/ PLASTERERS SHOP,3,3030810040
BROOKLYN,3081,50,330 BUSHWICK AVENUE,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER/ BRICKLAYERS SHOP,3,3030810050
BROOKLYN,3081,60,155 SEIGEL STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER/ CARPENTERS SHOP,3,3030810060
BROOKLYN,3081,70,120 HUMBOLDT STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER,3,3030810070
BROOKLYN,3081,75,124 HUMBOLDT STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER/ PLUMBERS SHOP,3,3030810075
BROOKLYN,3081,80,110 HUMBOLDT STREET,11206,BORINQUEN PLAZA II,BORINQUEN PLAZA I,1,BOILER/ NYCHA PAINT SHOP,3,3030810080
BROOKLYN,3089,134,119 SEIGEL STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,GARAGE,3,3030890134
BROOKLYN,3096,1,50 MANHATTAN AVENUE,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,GROUNDS SHOP,3,3030960001
BROOKLYN,3096,14,70 SEIGEL STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,EXTERMINATOR SHOP,3,3030960014
BROOKLYN,3096,30,80 SEIGEL STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,SENIOR CENTER,3,3030960030
BROOKLYN,3098,1,131 MOORE STREET,11206,HYLAN,BUSHWICK,1,,3,3030980001
BROOKLYN,3105,1,30 MANHATTAN AVENUE,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,GLAZIERS SHOP,3,3031050001
BROOKLYN,3105,109,60 MOORE STREET,11206,BORINQUEN PLAZA I,BORINQUEN PLAZA I,1,,3,3031050109
BROOKLYN,3148,13,106 FORREST STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480013
BROOKLYN,3148,48,127 NOLL STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480048
BROOKLYN,3148,49,125 NOLL STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480049
BROOKLYN,3148,50,123 NOLL STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480050
BROOKLYN,3148,51,121 NOLL STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480051
BROOKLYN,3148,53,119 NOLL STREET,11206,POLICE SERVICE AREA #3,NYPD HOUSING BUREAU,4,PSA #3 PARKING LOT,3,3031480053
BROOKLYN,3275,47,270 CENTRAL AVENUE,11221,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3032750047
BROOKLYN,3285,49,290 CENTRAL AVENUE,11221,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3032850049
BROOKLYN,3296,46,310 CENTRAL AVENUE,11221,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3032960046
BROOKLYN,3334,22,230 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,DEVELOPMENT GROUNDS,3,3033340022
BROOKLYN,3340,20,85 PALMETTO STREET,11221,PALMETTO GARDENS,HOPE GARDENS,4,SENIOR CENTER/ BOILER/ LAUNDRY ROOM,3,3033400020
BROOKLYN,3359,29,440 CENTRAL AVENUE,11221,BUSHWICK II (GROUPS B & D),HOPE GARDENS,4,BOILER,3,3033590029
BROOKLYN,3403,1,595 EVERGREEN AVENUE,11207,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3034030001
BROOKLYN,3409,32,670 EVERGREEN AVENUE,11207,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3034090032
BROOKLYN,3410,1,615 EVERGREEN AVENUE,11207,BUSHWICK II (GROUPS A & C),HOPE GARDENS,4,BOILER,3,3034100001
BROOKLYN,3496,13,1440 EAST NEW YORK AVENUE,11212,GARVEY (GROUP A),GARVEY,16,SENIOR CENTER/ LAUNDRY ROOM,3,3034960013
BROOKLYN,3508,34,1180 EAST NEW YORK AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035080034
BROOKLYN,3508,36,1186 EAST NEW YORK AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035080036
BROOKLYN,3508,38,1196 EAST NEW YORK AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,BOILER,3,3035080038
BROOKLYN,3508,41,662 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035080041
BROOKLYN,3508,42,672 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,,3,3035080042
BROOKLYN,3508,46,682 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,BOILER,3,3035080046
BROOKLYN,3508,50,692 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,,3,3035080050
BROOKLYN,3508,54,698 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,BOILER,3,3035080054
BROOKLYN,3510,6,2067 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035100006
BROOKLYN,3510,7,2063 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035100007
BROOKLYN,3510,16,2041 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035100016
BROOKLYN,3511,13,43 TAPSCOTT STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,PARKING LOT,3,3035110013
BROOKLYN,3534,1,725 HOWARD AVENUE,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,BOILER,3,3035340001
BROOKLYN,3549,36,170 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,BOILER,3,3035490036
BROOKLYN,3549,39,192 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,BOILER,3,3035490039
BROOKLYN,3549,43,188 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035490043
BROOKLYN,3549,44,190 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,DEVELOPMENT GROUNDS,3,3035490044
BROOKLYN,3709,16,162 GLENMORE AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,DEVELOPMENT GROUNDS,3,3037090016
BROOKLYN,3709,17,164 GLENMORE AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,DEVELOPMENT GROUNDS,3,3037090017
BROOKLYN,3724,27,260 BRADFORD STREET,11207,FIORENTINO PLAZA,UNITY PLAZA,5,DEVELOPMENT GROUNDS,3,3037240027
BROOKLYN,3767,27,308 WILLIAMS AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,PARKING LOT,3,3037670027
BROOKLYN,4594,64,955 RUTLAND ROAD,11212,RUTLAND TOWERS,REID APARTMENTS,17,BOILER/ LAUNDRY ROOM,3,3045940064
BROOKLYN,4652,45,1145 LENOX ROAD,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17,BOILER,3,3046520045
BROOKLYN,4671,7,1142 LENOX ROAD,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17,BOILER,3,3046710007
BROOKLYN,4672,1,1144 LENOX ROAD,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17,BOILER,3,3046720001
BROOKLYN,4818,25,726 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180025
BROOKLYN,4818,26,728 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180026
BROOKLYN,4818,27,730 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180027
BROOKLYN,4818,28,732 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180028
BROOKLYN,4818,29,736 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180029
BROOKLYN,4818,30,738 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180030
BROOKLYN,4818,31,740 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180031
BROOKLYN,4818,33,742 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180033
BROOKLYN,4818,133,746 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180133
BROOKLYN,4818,134,748 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180134
BROOKLYN,4818,135,750 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180135
BROOKLYN,4818,136,752 FENIMORE STREET,11203,FENIMORE-LEFFERTS,REID APARTMENTS,9,BOILER,3,3048180136
BROOKLYN,7015,30,2860 WEST 23RD STREET,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13,PSA #1 PRECINCT HOUSE (PRIMARY ADDRESS)/ BOILER,3,3070150030
BROOKLYN,7053,13,2925 WEST 27TH STREET,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,BOILER,3,3070530013
BROOKLYN,7059,26,2007 SURF AVENUE,11224,CONEY ISLAND I (SITE 1B),CAREY GARDENS,13,BROOKLYN/QUEENS/ STATEN ISLAND CONTRACT UNIT - BROOKLYN SOUTH/ BOILER,3,3070590026
